Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-22,17.2362020676733,17.27637908037971,16.95495838076407,17.075490951538086,232000,0.0,0
2017-02-23,17.11566323437076,17.11566323437076,16.63353308451024,16.834421157836914,387000,0.0,0
2017-02-24,17.196019326793092,17.959394643203353,17.09959390676186,17.597795486450195,703900,0.0,0
2017-02-27,17.6781494140625,18.079925537109375,17.51743835178204,18.079925537109375,673200,0.0,0
2017-02-28,18.079925695576765,18.079925695576765,17.55761703756874,17.718326568603516,436900,0.0,0
2017-03-01,17.999570846557617,18.200458917462623,17.83886130942622,17.999570846557617,655900,0.0,0
2017-03-02,17.91921570516288,17.91921570516288,17.678150627844932,17.798683166503906,291200,0.0,0
2017-03-03,17.758504404766857,17.919213929502245,17.437083822641846,17.637971878051758,337200,0.0,0
2017-03-06,17.557616117232058,17.557616117232058,17.236195539356473,17.47726058959961,361100,0.0,0
2017-03-07,17.35673289128256,17.461194033396822,17.196021791324856,17.2362003326416,311500,0.0,0
2017-03-08,17.316551367011776,17.437085437544138,17.155841827392578,17.155841827392578,279500,0.0,0
2017-03-09,17.155844155968975,17.276376710206947,16.914777514838455,16.9549560546875,305700,0.0,0
2017-03-10,17.11566475558819,17.236198836420595,16.91477666440685,17.035310745239258,403800,0.0,0
2017-03-13,16.995132207410286,17.196020298591627,16.91477666440685,17.035310745239258,328100,0.0,0
2017-03-14,16.99513053894043,17.099593194385793,16.834421001365463,16.99513053894043,226000,0.0,0
2017-03-15,17.075490507968635,17.396911199234744,16.995134951988423,17.276378631591797,338000,0.0,0
2017-03-16,17.316549071029307,17.51743711840855,17.236195078200943,17.356727600097656,241100,0.0,0
2017-03-17,17.35672806447804,17.557616117232058,17.11566148158069,17.47726058959961,703000,0.0,0
2017-03-20,17.47726058959961,17.597793114721178,17.276372536845592,17.47726058959961,363100,0.0,0
2017-03-21,17.47726174763271,17.678149813697452,16.834420549287255,16.874597549438477,325600,0.0,0
2017-03-22,16.874598845152462,16.99513138751552,16.633533760426342,16.914775848388672,339600,0.0,0
2017-03-23,16.914775848388672,17.316552011368493,16.914775848388672,16.914775848388672,248600,0.0,0
2017-03-24,16.995132207410286,17.196020298591627,16.91477666440685,17.035310745239258,214000,0.0,0
2017-03-27,16.794242016481718,17.035308615351997,16.786206309920612,16.874597549438477,359300,0.0,0
2017-03-28,16.834420618190176,17.236196751964126,16.834420618190176,17.19601821899414,441700,0.0,0
2017-03-29,17.17172279473545,17.487617189459538,17.17172279473545,17.29322052001953,209400,0.17,0
2017-03-30,17.252713495131978,17.536209106445312,17.131215817405344,17.536209106445312,683100,0.0,0
2017-03-31,17.536212976058195,18.062704059002485,17.4957142561883,17.981706619262695,570900,0.0,0
2017-04-03,17.941205554143252,18.10320351625068,17.293216795567673,17.77920913696289,383800,0.0,0
2017-04-04,17.69821056007794,17.94120596386123,17.617211577174476,17.900707244873047,427500,0.0,0
2017-04-05,17.981707757419578,18.224703181873668,17.80350967088783,17.81970977783203,669400,0.0,0
2017-04-06,17.81970904698538,18.10320472717285,17.779210326213096,18.10320472717285,415100,0.0,0
2017-04-07,17.981706632882634,18.168003216308666,17.925006262123848,18.022205352783203,397200,0.0,0
2017-04-10,18.02220533913259,18.184203308466433,17.900707634595776,17.981706619262695,221500,0.0,0
2017-04-11,17.981706619262695,18.02220533913259,17.65771068059501,17.981706619262695,364700,0.0,0
2017-04-12,17.941207501196594,18.06270521349906,17.779211066435714,17.86020851135254,164500,0.0,0
2017-04-13,17.86020575802298,17.925004630923382,17.53621139352096,17.576711654663086,212200,0.0,0
2017-04-17,17.61721230838364,17.73871001531809,17.495714601449183,17.657711029052734,200000,0.0,0
2017-04-18,17.57671358771454,17.779210280914352,17.495714601449183,17.657711029052734,260300,0.0,0
2017-04-19,17.69820785522461,17.981703479595968,17.657707597499066,17.69820785522461,239300,0.0,0
2017-04-20,17.779210717085192,18.224702835083008,17.61721274058024,18.224702835083008,335600,0.0,0
2017-04-21,18.143703846830533,18.34620054499812,18.02220613691542,18.224702835083008,345900,0.0,0
2017-04-24,17.819708165888283,18.103203832058288,17.09072041354191,17.374216079711914,1983500,0.0,0
2017-04-25,17.212219985929426,17.374217968473783,16.669528752811267,16.92872428894043,1871100,0.0,0
2017-04-26,16.969226837158203,17.252721027312436,16.56423337130648,16.969226837158203,1060300,0.0,0
2017-04-27,17.050222769224195,17.050222769224195,16.60473061460808,16.64522933959961,1001500,0.0,0
2017-04-28,16.60472830799941,16.64522702736515,16.240233653999308,16.52372932434082,1126200,0.0,0
2017-05-01,16.645228541460586,16.645228541460586,16.34553428306804,16.36173439025879,370600,0.0,0
2017-05-02,16.36173061519148,16.645224700983984,16.28073164285352,16.44272804260254,659600,0.0,0
2017-05-03,16.442728022738635,16.442728022738635,16.199732650945215,16.40222930908203,470000,0.0,0
2017-05-04,16.44273034068223,16.564229588633673,16.19973493463357,16.52372932434082,854100,0.0,0
2017-05-05,15.794741487782083,16.361732825827154,15.794741487782083,16.037736892700195,684200,0.0,0
2017-05-08,16.078237533569336,16.199735238875473,15.673244152597448,16.078237533569336,953300,0.0,0
2017-05-09,16.118732452392578,16.199731418470286,15.9162358096617,16.118732452392578,711500,0.0,0
2017-05-10,16.11873665428666,16.60472903251648,16.11873665428666,16.199735641479492,1247500,0.0,0
2017-05-11,16.199732670515566,16.68572495961641,16.159233956810034,16.44272804260254,376100,0.0,0
2017-05-12,16.442732624787315,16.72622833450999,16.36173517480426,16.64522933959961,531200,0.0,0
2017-05-15,16.604726773484405,16.807223441453726,16.52372779731128,16.564228057861328,402200,0.0,0
2017-05-16,16.564231881108377,16.68572960094788,16.523731611210323,16.6047306060791,426100,0.0,0
2017-05-17,16.483228301234966,16.68572495961641,16.40222932889701,16.44272804260254,545800,0.0,0
2017-05-18,16.40222932889701,16.564227273572925,16.240231384221094,16.44272804260254,425800,0.0,0
2017-05-19,16.402230105515084,16.64522548910748,16.19973343754576,16.564228057861328,715400,0.0,0
2017-05-22,16.402230105515084,16.68572574965753,16.361731389892007,16.564228057861328,532200,0.0,0
2017-05-23,16.442731058130814,16.645227753649305,16.11873665428666,16.199735641479492,1960500,0.0,0
2017-05-24,16.24023436261232,16.280734628672327,16.037737667093825,16.199735641479492,916400,0.0,0
2017-05-25,16.28073422405528,16.418432035382807,15.997238548389529,16.078237533569336,708800,0.0,0
2017-05-26,15.997237205505371,16.07823618388574,15.835239248744639,15.997237205505371,492000,0.0,0
2017-05-30,15.956739598582015,15.956739598582015,15.754242911010808,15.7947416305542,560600,0.0,0
2017-05-31,15.83523883699462,15.91623781326884,15.673242429373152,15.875739097595215,393000,0.0,0
2017-06-01,15.87574022016786,15.997237920706798,15.592244555625612,15.71374225616455,1111400,0.0,0
2017-06-02,15.754241815291286,16.28073285737315,15.754241815291286,15.997237205505371,738500,0.0,0
2017-06-05,15.956738488778695,16.159235162266103,15.94053838411722,15.997237205505371,468200,0.0,0
2017-06-06,15.95674015783953,15.981038772446345,15.632744210428376,15.67324447631836,559000,0.0,0
2017-06-07,15.632744617803755,15.916240306712572,15.592245895785588,15.835241317749023,749400,0.0,0
2017-06-08,15.875738544856434,15.997236232574146,15.754240857138724,15.956737518310547,399500,0.0,0
2017-06-09,15.956738073869436,15.99723678954306,15.794740121320995,15.875739097595215,486400,0.0,0
2017-06-12,15.835241317749023,15.916240306712572,15.835241317749023,15.835241317749023,733600,0.0,0
2017-06-13,15.511246502612781,15.794742184133954,15.227750821091607,15.67324447631836,3740300,0.0,0
2017-06-14,15.430248249867107,15.511247240573493,15.268251813381587,15.389749526977539,2339800,0.0,0
2017-06-15,15.106254577636719,15.187253572341337,14.863259138450188,15.106254577636719,1986800,0.0,0
2017-06-16,14.944254632887198,15.146751299755984,14.701257705688477,14.701257705688477,2242800,0.0,0
2017-06-19,14.741759702692995,14.9442563934172,14.53926301196879,14.86325740814209,1143700,0.0,0
2017-06-20,14.660758990285505,14.822755396824356,14.539261299149626,14.701257705688477,908900,0.0,0
2017-06-21,14.741760448847705,14.782259171071532,14.620261192321777,14.620261192321777,710600,0.0,0
2017-06-22,14.620260832995175,15.049554384682091,14.539263390538219,14.944256782531738,946800,0.0,0
2017-06-23,14.90375559479866,15.187251260649536,14.822756612423111,15.025253295898438,1104500,0.0,0
2017-06-26,15.146752372731571,15.227749809275265,14.984754409790039,15.187251091003418,696400,0.0,0
2017-06-27,15.187251894482866,15.47074757216531,15.14675317406844,15.43024730682373,1085500,0.0,0
2017-06-28,15.5283203125,15.73264031661184,15.405728621800478,15.5283203125,1126700,0.17,0
2017-06-29,15.732642863922633,15.732642863922633,15.364866173438523,15.569186210632324,1048000,0.0,0
2017-06-30,15.528322826728834,15.65091453727748,15.487459442825344,15.569186210632324,1227400,0.0,0
2017-07-03,15.569187261371209,15.569187261371209,15.283140437065596,15.364867210388184,548300,0.0,0
2017-07-05,15.446591429759975,15.487456364378906,15.20140805739786,15.283136367797852,634500,0.0,0
2017-07-06,15.283136689370872,15.364863442652618,15.160543441772461,15.160543441772461,790200,0.0,0
2017-07-07,15.20141210490473,15.364867210388184,15.160547159405157,15.364867210388184,615900,0.0,0
2017-07-10,15.32400131225586,15.430247035465436,15.283137932291721,15.32400131225586,498000,0.0,0
2017-07-11,15.324000692474952,15.364864070786368,15.119680683241953,15.24227237701416,504200,0.0,0
2017-07-12,15.201411759876208,15.544669500090254,15.201411759876208,15.446595191955566,785000,0.0,0
2017-07-13,15.44659554254905,15.511977896510086,15.340349801926719,15.364867210388184,390800,0.0,0
2017-07-14,15.364866861649698,15.544669500090254,15.364866861649698,15.446595191955566,289000,0.0,0
2017-07-17,15.405729446645124,15.977824553486313,15.364864508332035,15.93696117401123,883400,0.0,0
2017-07-18,15.855231570127051,16.059551568605073,15.773503258968265,15.977823257446289,800800,0.0,0
2017-07-19,16.01868533279688,16.26386866366535,15.977820405093734,16.223005294799805,408000,0.0,0
2017-07-20,16.182143840478847,16.427328782812125,16.14128046284227,16.304737091064453,719000,0.0,0
2017-07-21,16.468187352068554,16.549915642316627,16.263867405867114,16.509052276611328,570300,0.0,0
2017-07-24,16.46819205809202,16.754240376283963,16.345600367106307,16.713376998901367,1024800,0.0,0
2017-07-25,16.672515520156416,16.8359721812596,16.672515520156416,16.754243850708008,503900,0.0,0
2017-07-26,16.79510723656468,16.8359721812596,16.672515520156416,16.754243850708008,533000,0.0,0
2017-07-27,16.795103745368504,16.795103745368504,16.54992036351822,16.67251205444336,452600,0.0,0
2017-07-28,16.631647765012204,16.67251114013369,16.468191146850586,16.468191146850586,256200,0.0,0
2017-07-31,16.50905642050368,16.50905642050368,16.288390449096376,16.42732810974121,634300,0.0,0
2017-08-01,16.54992206096649,16.54992206096649,16.30473865396889,16.34560203552246,509700,0.0,0
2017-08-02,16.304735170919823,16.386461916568344,16.231179852765955,16.263870239257812,346800,0.0,0
2017-08-03,16.34560203552246,16.34560203552246,16.182145391632,16.34560203552246,444500,0.0,0
2017-08-04,16.14128303527832,16.345603073699564,16.084073673934483,16.14128303527832,753600,0.0,0
2017-08-07,16.14128046284227,16.345600468701033,16.05955214873118,16.304737091064453,409600,0.0,0
2017-08-08,16.263871567083097,16.30473650208143,15.936959881285835,15.977823257446289,537500,0.0,0
2017-08-09,15.814369476747975,16.0186894917994,15.773504538434887,15.93696117401123,538000,0.0,0
2017-08-10,15.896098072199944,16.182144851198036,15.896098072199944,16.100418090820312,958300,0.0,0
2017-08-11,15.936961452388804,16.182144851198036,15.61004973436382,16.100418090820312,1029100,0.0,0
2017-08-14,16.263873170413788,16.631649827465665,15.977824832577666,16.100418090820312,750400,0.0,0
2017-08-15,16.100419651129346,16.182146419427298,15.936962996857076,16.14128303527832,487700,0.0,0
2017-08-16,16.182141338669254,16.182141338669254,15.936957993080023,16.018686294555664,318500,0.0,0
2017-08-17,15.977822081220019,16.01868701321003,15.405727062899732,15.487455368041992,772600,0.0,0
2017-08-18,15.364867210388184,15.471114509848793,15.242275491566025,15.364867210388184,773000,0.0,0
2017-08-21,15.40572923549073,15.650912626656702,15.324000918822746,15.6100492477417,331200,0.0,0
2017-08-22,15.610051760508153,15.773506861317678,15.569186816177094,15.691780090332031,338900,0.0,0
2017-08-23,15.610048248809893,15.93695993572383,15.528319937371936,15.81436824798584,448800,0.0,0
2017-08-24,15.814371805648735,15.936963520965437,15.593705782775729,15.691780090332031,333300,0.0,0
2017-08-25,15.691776939324642,15.814368630024163,15.4874569352128,15.5283203125,194700,0.0,0
2017-08-28,15.528322826728834,15.569186210632324,15.405731116180188,15.569186210632324,291800,0.0,0
2017-08-29,15.4874569352128,15.61004862591232,15.446591999087678,15.5283203125,324700,0.0,0
2017-08-30,15.528318741194239,15.569182114346487,15.405727062899732,15.487455368041992,172600,0.0,0
2017-08-31,15.528320867047121,15.773504257202148,15.528320867047121,15.773504257202148,377800,0.0,0
2017-09-01,15.814371805648735,15.814371805648735,15.569186816177094,15.691780090332031,367400,0.0,0
2017-09-05,15.650915238301112,15.650915238301112,15.324003475915887,15.446595191955566,314200,0.0,0
2017-09-06,15.487460136527622,15.610051852567299,15.364866861649698,15.446595191955566,364600,0.0,0
2017-09-07,15.446591999087678,15.634566028749472,15.324000308388158,15.5283203125,489500,0.0,0
2017-09-08,15.528322484354016,15.855234224888576,15.528322484354016,15.650914192199707,327000,0.0,0
2017-09-11,15.691777564409685,15.85523263890767,15.569184309988715,15.6100492477417,347700,0.0,0
2017-09-12,15.65091200319952,15.65091200319952,15.446591999087678,15.5283203125,269400,0.0,0
2017-09-13,15.528322826728834,15.65091453727748,15.446594500083679,15.569186210632324,413700,0.0,0
2017-09-14,15.5283203125,15.593702651462271,15.446591999087678,15.5283203125,521000,0.0,0
2017-09-15,15.61004862591232,15.61004862591232,15.446591999087678,15.5283203125,808000,0.0,0
2017-09-18,15.528323522261433,15.569186907995244,15.405731806221754,15.446595191955566,535900,0.0,0
2017-09-19,15.446593629096887,15.4874585695343,15.324001925460818,15.405730247497559,989800,0.0,0
2017-09-20,15.405731806221754,15.528323522261433,15.364866861649698,15.446595191955566,679000,0.0,0
2017-09-21,15.364865307060144,15.4874585695343,15.22592762724911,15.405730247497559,572400,0.0,0
2017-09-22,15.405728053978912,15.405728053978912,15.20140805739786,15.283136367797852,926000,0.0,0
2017-09-25,15.324003475915887,15.446595191955566,15.201411759876208,15.446595191955566,461100,0.0,0
2017-09-26,15.323999113698179,15.43024482166452,15.201407432556152,15.201407432556152,730200,0.0,0
2017-09-27,15.242271174279628,15.242271174279628,14.915359497070312,14.915359497070312,1074400,0.0,0
2017-09-28,14.973106593112577,15.38558887707433,14.93185899411442,15.344341278076172,567200,0.17,0
2017-09-29,15.344342131329913,15.426838907408674,15.220597753959336,15.303092956542969,499500,0.0,0
2017-10-02,15.303096079840039,15.616583578221778,15.22060086041948,15.59183406829834,586500,0.0,0
2017-10-03,15.550583471485497,15.756824627411048,15.550583471485497,15.674327850341797,533400,0.0,0
2017-10-04,15.674327850341797,15.781572559085218,15.591831073272548,15.674327850341797,754600,0.0,0
2017-10-05,15.633077535760993,16.086807370663816,15.550580773007333,16.004310607910156,1789400,0.0,0
2017-10-06,15.963065783336598,15.963065783336598,15.550583471485497,15.674327850341797,499500,0.0,0
2017-10-09,15.674330861214349,15.674330861214349,15.509337275382334,15.59183406829834,367500,0.0,0
2017-10-10,15.509336888821771,15.740327588530203,15.468089280139564,15.715578079223633,634000,0.0,0
2017-10-11,15.715578470924628,15.715578470924628,15.550586458588063,15.59183406829834,810300,0.0,0
2017-10-12,15.550586608836205,15.591834218945015,15.468089815123124,15.509337425231934,817700,0.0,0
2017-10-13,15.50933674372954,15.839323904081764,15.4845888081499,15.798074722290039,1074200,0.0,0
2017-10-16,15.880570465176618,16.293052814921467,15.79807368052859,16.210556030273438,1724400,0.0,0
2017-10-17,16.21055472667327,16.21055472667327,16.02906307383881,16.045562744140625,1037800,0.0,0
2017-10-18,16.045562779911005,16.07031071192373,15.715575667119747,15.9218168258667,1079100,0.0,0
2017-10-19,15.798073116462689,16.128058669777463,15.591831948954049,16.086811065673828,11291100,0.0,0
2017-10-20,16.128054965293213,16.16930413341748,15.880566250527103,16.004310607910156,1405000,0.0,0
2017-10-23,16.045561921182646,16.086809521326472,15.921815973760989,15.963065147399902,1026300,0.0,0
2017-10-24,16.086807614443078,16.458042265712802,15.963063255184803,16.375545501708984,2718500,0.0,0
2017-10-25,16.416793096963445,16.54053745622172,16.169304378446895,16.375545501708984,1321600,0.0,0
