Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-22,177.0305844068919,177.44198551935753,175.16948200100666,176.87387084960938,19300,0.0,0
2017-02-23,177.21668516920613,177.52033728229773,173.70017368783596,177.13832092285156,18700,0.0,0
2017-02-24,176.11966218099872,176.3841397140695,172.82843769613194,173.6904296875,16700,0.0,0
2017-02-27,174.1018130023332,174.6307530677054,171.43748798119333,172.7892303466797,30700,0.0,0
2017-02-28,173.07332553420954,173.07332553420954,167.9895575243997,168.5478973388672,29100,0.0,0
2017-03-01,169.06703463819292,172.19172556766762,169.06703463819292,170.93792724609375,32600,0.0,0
2017-03-02,170.85954302902,171.17300004603416,169.5273955460694,170.45794677734375,15200,0.0,0
2017-03-03,170.42859529924215,171.2416077809735,168.74380087023724,170.72244262695312,18900,0.0,0
2017-03-06,170.2424289510357,171.56478635283315,169.61552993660655,169.86041259765625,19000,0.0,0
2017-03-07,169.43925633850824,172.3582692756998,169.43925633850824,170.9771270751953,16000,0.0,0
2017-03-08,170.9868667712169,172.3876033638494,168.66538392853442,170.7811737060547,28300,0.0,0
2017-03-09,168.5772600280702,175.89435644603918,168.4793009675307,169.45883178710938,40700,0.0,0
2017-03-10,170.6636622351647,173.23004332236584,167.81323871366538,168.22463989257812,21900,0.0,0
2017-03-13,167.4311834505928,169.77227628507956,167.4311834505928,167.7152557373047,23900,0.0,0
2017-03-14,175.81600424069185,184.53382315404647,174.8462632821009,182.68251037597656,255800,0.0,0
2017-03-15,181.8205230433984,187.67812865669998,179.44027010231176,185.17051696777344,929500,0.0,0
2017-03-16,184.8961970955827,189.81344506333463,184.8961970955827,188.44210815429688,104700,0.0,0
2017-03-17,188.14825253693195,191.73333836960668,188.14825253693195,190.05833435058594,120600,0.0,0
2017-03-20,190.29345396179954,191.6941758407822,188.69681396435575,191.23379516601562,44900,0.0,0
2017-03-21,191.61581874415276,193.94710693359374,190.51874898274738,191.00851440429688,84000,0.0,0
2017-03-22,189.7253377267533,192.67372028221266,189.7253377267533,191.821533203125,64500,0.0,0
2017-03-23,191.05746347781303,196.47426698089987,191.05746347781303,194.45643615722656,71800,0.0,0
2017-03-24,194.72093806233994,194.82868705755345,193.10471808059205,193.24185180664062,32900,0.0,0
2017-03-27,192.18394287928,196.6408110760224,191.98803970560593,195.29885864257812,45000,0.0,0
